project_id,plotid,image_year,image_julday,dominant_landuse,dominant_landcover,change_process,change_process_notes,interpreter
Austria,3278,2012,205,Forest,Trees,Stable,,131
Austria,3278,2016,216,Forest,Trees,Other,,131
Austria,3279,1984,193,Other,Non-tree,,,131
Austria,3279,2016,217,Other,Trees,Stable,,131
Austria,3280,1984,193,Other,Trees,,,131
Austria,3280,2016,201,Other,Trees,Stable,,131
Austria,3281,1984,241,Other,Trees,,,131
Austria,3281,2016,201,Other,Trees,Stable,,131
Austria,3282,1984,218,Other,Non-tree,,,131
Austria,3282,2016,211,Other,Non-tree,Stable,,131
Austria,3283,1985,229,Forest,Trees,,,131
Austria,3283,2016,211,Forest,Trees,Stable,,131
Austria,3284,1984,218,Other,Non-tree,,,131
Austria,3284,2016,226,Other,Non-tree,Stable,,131
Austria,3285,1984,218,Other,Non-tree,,,131
Austria,3285,2016,218,Other,Non-tree,Stable,,131
Austria,3286,1984,218,Other,Non-tree,,,131
Austria,3286,2016,202,Other,Non-tree,Stable,,131
Austria,3287,1984,218,Other,Non-tree,,,131
Austria,3287,2016,218,Other,Non-tree,Stable,,131
Austria,3288,1984,287,Forest,Trees,,,131
Austria,3288,2016,206,Forest,Trees,Stable,,131
Austria,3289,1984,218,Other,Non-tree,,,131
Austria,3289,2016,274,Other,Non-tree,Stable,,131
Austria,3290,1984,193,Other,Trees,,,131
Austria,3290,2016,224,Other,Trees,Stable,,131
Austria,3291,1984,218,Other,Non-tree,,,131
Austria,3291,2016,218,Other,Non-tree,Stable,,131
Austria,3292,1984,193,Other,Non-tree,,,131
Austria,3292,2016,209,Other,Non-tree,Stable,,131
Austria,3293,1984,248,Forest,Trees,,,131
Austria,3293,2014,234,Forest,Trees,Stable,,131
Austria,3293,2016,216,Forest,Trees,Other,,131
Austria,3294,1984,232,Other,Non-tree,,,131
Austria,3294,2016,216,Other,Non-tree,Stable,,131
Austria,3295,1984,218,Forest,Trees,,,131
Austria,3295,2015,223,Forest,Trees,Stable,,131
Austria,3296,1984,248,Forest,Trees,,,131
Austria,3296,2016,192,Forest,Trees,Stable,,131
Austria,3297,1984,193,Other,Non-tree,,,131
Austria,3297,2016,216,Other,Non-tree,Stable,,131
Austria,3298,1984,218,Other,Non-tree,,,131
Austria,3298,2016,194,Other,Non-tree,Stable,,131
Austria,3299,1984,218,Other,Non-tree,,,131
Austria,3299,2016,211,Other,Non-tree,Stable,,131
Austria,3300,1984,248,Other,Non-tree,,,131
Austria,3300,2016,216,Other,Non-tree,Stable,,131
Austria,3301,1984,193,Forest,Trees,,,131
Austria,3301,2002,186,Forest,Trees,Stable,,131
Austria,3301,2003,220,Forest,Trees,Wind,deadwoodRemoval,131
Austria,3301,2005,209,Forest,Trees,Stable,,131
Austria,3301,2006,197,Forest,Non-tree,Harvest,sanitation,131
Austria,3301,2016,217,Forest,Non-tree,Growth/Recovery,,131
Austria,3302,1984,193,Forest,Trees,,,131
Austria,3302,2016,216,Forest,Trees,Stable,,131
Austria,3303,1984,218,Forest,Trees,,,131
Austria,3303,1997,212,Forest,Trees,Stable,,131
Austria,3303,1998,128,Forest,Trees,Harvest,clearcut,131
Austria,3303,2009,213,Forest,Trees,Growth/Recovery,,131
Austria,3303,2016,233,Forest,Trees,Stable,,131
Austria,3304,1985,195,Forest,Trees,,,131
Austria,3304,1992,231,Forest,Trees,Stable,,131
Austria,3304,1993,233,Forest,Non-tree,Harvest,clearcut,131
Austria,3304,2006,205,Forest,Trees,Growth/Recovery,,131
Austria,3304,2016,217,Forest,Trees,Stable,,131
Austria,3305,1985,234,Other,Non-tree,,,131
Austria,3305,2016,240,Other,Non-tree,Stable,,131
Austria,3306,1984,218,Forest,Trees,,,131
Austria,3306,2016,217,Forest,Trees,Stable,,131
Austria,3307,1984,218,Forest,Trees,,,131
Austria,3307,1996,203,Forest,Trees,Decline,,131
Austria,3307,2012,230,Forest,Trees,Stable,,131
Austria,3307,2016,217,Forest,Trees,Decline,,131
Austria,3308,1984,248,Forest,Trees,,,131
Austria,3308,2016,216,Forest,Trees,Stable,,131
Austria,3309,1984,287,Other,Non-tree,,,131
Austria,3309,2016,238,Other,Non-tree,Stable,,131
Austria,3310,1984,218,Other,Non-tree,,,131
Austria,3310,2016,194,Other,Non-tree,Stable,,131
Austria,3311,1984,234,Forest,Trees,,,131
Austria,3311,2016,201,Forest,Trees,Stable,,131
Austria,3312,1984,218,Forest,Trees,,,131
Austria,3312,2015,215,Forest,Trees,Stable,,131
Austria,3313,1984,218,Forest,Trees,,,131
Austria,3313,2011,235,Forest,Trees,Stable,,131
Austria,3313,2012,214,Forest,Trees,Harvest,clearcut,131
Austria,3313,2016,217,Forest,Trees,Stable,,131
Austria,3314,1984,193,Other,Non-tree,,,131
Austria,3314,2016,200,Other,Non-tree,Stable,,131
Austria,3315,1984,218,Other,Non-tree,,,131
Austria,3315,2016,219,Other,Non-tree,Stable,,131
Austria,3316,1984,218,Forest,Trees,,,131
Austria,3316,2016,202,Forest,Trees,Stable,,131
Austria,3317,1984,218,Forest,Trees,,,131
Austria,3317,2016,258,Forest,Trees,Stable,,131
Austria,3318,1984,193,Forest,Trees,,,131
Austria,3318,2015,221,Forest,Trees,Stable,,131
Austria,3319,1984,234,Other,Non-tree,,,131
Austria,3319,2016,217,Other,Non-tree,Stable,,131
Austria,3320,1984,193,Forest,Trees,,,131
Austria,3320,2006,205,Forest,Trees,Stable,,131
Austria,3320,2010,192,Forest,Non-tree,Harvest,sanitation,131
Austria,3320,2016,217,Forest,Non-tree,Growth/Recovery,,131
Austria,3321,1984,193,Other,Non-tree,,,131
Austria,3321,2016,216,Other,Non-tree,Stable,,131
Austria,3322,1984,218,Forest,Trees,,,131
Austria,3322,2016,177,Forest,Trees,Stable,,131
Austria,3323,1984,218,Forest,Trees,,,131
Austria,3323,2016,217,Forest,Trees,Stable,,131
Austria,3324,1984,287,Other,Trees,,,131
Austria,3324,2016,239,Other,Trees,Stable,,131
Austria,3325,1984,241,Other,Non-tree,,,131
Austria,3325,2016,248,Other,Non-tree,Stable,,131
Austria,3326,1984,218,Forest,Trees,,,131
Austria,3326,1985,195,Forest,Non-tree,Harvest,clearcut,131
Austria,3326,1995,191,Forest,Non-tree,Growth/Recovery,,131
Austria,3326,2016,217,Forest,Trees,Stable,,131
Austria,3327,1984,234,Other,Non-tree,,,131
Austria,3327,2016,217,Other,Non-tree,Stable,,131
Austria,3328,1984,234,Other,Non-tree,,,131
Austria,3328,2016,202,Other,Non-tree,Stable,,131
Austria,3329,1984,218,Forest,Trees,,,131
Austria,3329,2016,194,Forest,Trees,Stable,,131
Austria,3330,1984,193,Other,Non-tree,,,131
Austria,3330,2016,233,Other,Non-tree,Stable,,131
Austria,3331,1984,218,Other,Non-tree,,,131
Austria,3331,2016,194,Other,Trees,Stable,,131
Austria,3332,1984,248,Other,Non-tree,,,131
Austria,3332,2016,216,Other,Non-tree,Stable,,131
Austria,3333,1984,234,Forest,Trees,,,131
Austria,3333,2016,217,Forest,Trees,Stable,,131
Austria,3334,1984,234,Other,Non-tree,,,131
Austria,3334,2016,194,Other,Non-tree,Stable,,131
Austria,3335,1984,218,Other,Trees,,,131
Austria,3335,2016,211,Other,Trees,Stable,,131
Austria,3336,1984,218,Forest,Trees,,,131
Austria,3336,1986,216,Forest,Trees,Stable,,131
Austria,3336,1987,162,Forest,Trees,Harvest,clearcut,131
Austria,3336,1989,279,Forest,Trees,Growth/Recovery,,131
Austria,3336,2015,215,Forest,Trees,Stable,,131
Austria,3337,1984,218,Other,Non-tree,,,131
Austria,3337,2016,219,Other,Non-tree,Stable,,131
Austria,3338,1984,248,Other,Non-tree,,,131
Austria,3338,2016,216,Other,Non-tree,Stable,,131
Austria,3339,1984,218,Forest,Trees,,,131
Austria,3339,2000,254,Forest,Trees,Stable,,131
Austria,3339,2002,171,Forest,Trees,Harvest,clearcut,131
Austria,3339,2016,258,Forest,Trees,Growth/Recovery,,131
Austria,3340,1984,218,Other,Non-tree,,,131
Austria,3340,2016,186,Other,Non-tree,Stable,,131
Austria,3341,1984,232,Other,Non-tree,,,131
Austria,3341,2016,224,Other,Non-tree,Stable,,131
Austria,3342,1984,234,Other,Non-tree,,,131
Austria,3342,2016,217,Other,Non-tree,Stable,,131
Austria,3343,1984,193,Forest,Trees,,,131
Austria,3343,2005,209,Forest,Trees,Stable,,131
Austria,3343,2006,205,Forest,Trees,Harvest,thinning,131
Austria,3343,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,3344,1984,218,Other,Trees,,,131
Austria,3344,2016,203,Other,Trees,Stable,,131
Austria,3345,1984,234,Other,Non-tree,,,131
Austria,3345,2016,217,Other,Non-tree,Stable,,131
Austria,3346,1984,218,Forest,Trees,,,131
Austria,3346,2016,211,Forest,Trees,Stable,,131
Austria,3347,1984,218,Other,Trees,,,131
Austria,3347,2016,209,Other,Trees,Stable,,131
Austria,3348,1984,218,Other,Non-tree,,,131
Austria,3348,2016,202,Other,Non-tree,Stable,,131
Austria,3349,1984,234,Other,Non-tree,,,131
Austria,3349,2016,209,Other,Non-tree,Stable,,131
Austria,3350,1984,193,Forest,Trees,,,131
Austria,3350,2016,209,Forest,Trees,Stable,,131
Austria,3351,1984,248,Forest,Trees,,,131
Austria,3351,1985,234,Forest,Non-tree,Harvest,clearcut,131
Austria,3351,1997,267,Forest,Non-tree,Growth/Recovery,,131
Austria,3351,2016,192,Forest,Trees,Stable,,131
Austria,3352,1984,257,Other,Non-tree,,,131
Austria,3352,2016,216,Other,Non-tree,Stable,,131
Austria,3353,1984,248,Forest,Trees,,,131
Austria,3353,2011,218,Forest,Trees,Stable,,131
Austria,3353,2012,221,Forest,Trees,Harvest,clearcut,131
Austria,3353,2016,216,Forest,Trees,Stable,,131
Austria,3354,1985,236,Forest,Trees,,,131
Austria,3354,2016,194,Forest,Trees,Stable,,131
Austria,3355,1984,193,Other,Non-tree,,,131
Austria,3355,2016,240,Other,Non-tree,Stable,,131
Austria,3356,1984,218,Forest,Trees,,,131
Austria,3356,1993,226,Forest,Trees,Growth/Recovery,,131
Austria,3356,2016,226,Forest,Trees,Stable,,131
Austria,3357,1984,218,Other,Non-tree,,,131
Austria,3357,2016,217,Other,Non-tree,Stable,,131
Austria,3358,1984,264,Forest,Trees,,,131
Austria,3358,2016,216,Forest,Trees,Stable,,131
Austria,3359,1984,193,Forest,Trees,,,131
Austria,3359,2016,217,Forest,Trees,Stable,,131
Austria,3360,1984,218,Other,Trees,,,131
Austria,3360,2016,203,Other,Trees,Stable,,131
Austria,3361,1984,193,Other,Non-tree,,,131
Austria,3361,2016,201,Other,Non-tree,Stable,,131
Austria,3362,1984,218,Other,Non-tree,,,131
Austria,3362,2016,203,Other,Non-tree,Stable,,131
Austria,3363,1984,218,Other,Non-tree,,,131
Austria,3363,2016,203,Other,Non-tree,Stable,,131
Austria,3364,1984,248,Other,Non-tree,,,131
Austria,3364,2016,215,Other,Non-tree,Stable,,131
Austria,3365,1984,218,Other,Non-tree,,,131
Austria,3365,2016,211,Other,Non-tree,Stable,,131
Austria,3366,1984,234,Other,Non-tree,,,131
Austria,3366,2016,201,Other,Non-tree,Stable,,131
Austria,3367,1984,312,Forest,Trees,,,131
Austria,3367,2016,216,Forest,Trees,Stable,,131
Austria,3368,1984,248,Other,Non-tree,,,131
Austria,3368,2016,216,Other,Non-tree,Stable,,131
Austria,3369,1984,246,Forest,Trees,,,131
Austria,3369,2016,206,Forest,Trees,Stable,,131
Austria,3370,1984,193,Forest,Trees,,,131
Austria,3370,2016,216,Forest,Trees,Stable,,131
Austria,3371,1984,218,Forest,Non-tree,,,131
Austria,3371,1989,208,Forest,Non-tree,Growth/Recovery,,131
Austria,3371,2016,211,Forest,Trees,Stable,,131
Austria,3372,1984,193,Other,Non-tree,,,131
Austria,3372,2016,216,Other,Non-tree,Stable,,131
Austria,3373,1984,248,Forest,Trees,,,131
Austria,3373,2008,210,Forest,Trees,Stable,,131
Austria,3373,2010,239,Forest,Non-tree,Harvest,clearcut,131
Austria,3373,2011,218,Forest,Non-tree,Growth/Recovery,,131
Austria,3373,2016,216,Forest,Non-tree,Stable,,131
Austria,3374,1984,218,Other,Non-tree,,,131
Austria,3374,2016,194,Other,Non-tree,Stable,,131
Austria,3375,1984,193,Forest,Trees,,,131
Austria,3375,2016,216,Forest,Trees,Stable,,131
Austria,3376,1984,218,Forest,Trees,,,131
Austria,3376,2016,233,Forest,Trees,Stable,,131
Austria,3377,1984,193,Other,Trees,,,131
Austria,3377,2016,216,Other,Trees,Stable,,131
Austria,3378,1984,218,Forest,Trees,,,131
Austria,3378,1998,135,Forest,Trees,Stable,,131
Austria,3378,2000,222,Forest,Trees,Harvest,clearcut,131
Austria,3378,2010,232,Forest,Trees,Growth/Recovery,,131
Austria,3378,2014,196,Forest,Trees,Stable,,131
Austria,3379,1984,193,Forest,Trees,,,131
Austria,3379,2016,233,Forest,Trees,Stable,,131
Austria,3380,1984,257,Other,Non-tree,,,131
Austria,3380,2016,208,Other,Non-tree,Stable,,131
Austria,3381,1984,257,Other,Non-tree,,,131
Austria,3381,2016,201,Other,Non-tree,Stable,,131
Austria,3382,1984,218,Other,Non-tree,,,131
Austria,3382,2016,203,Other,Non-tree,Stable,,131
Austria,3383,1984,218,Other,Non-tree,,,131
Austria,3383,2016,209,Other,Non-tree,Stable,,131
Austria,3384,1984,218,Other,Non-tree,,,131
Austria,3384,2016,217,Other,Non-tree,Stable,,131
Austria,3385,1984,218,Forest,Trees,,,131
Austria,3385,2016,217,Forest,Trees,Stable,,131
Austria,3386,1984,193,Forest,Trees,,,131
Austria,3386,2001,215,Forest,Trees,Stable,,131
Austria,3386,2004,232,Forest,Trees,Harvest,thinning,131
Austria,3386,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,3387,1984,218,Other,Trees,,,131
Austria,3387,2016,202,Other,Trees,Stable,,131
Austria,3388,1984,248,Forest,Trees,,,131
Austria,3388,2016,239,Forest,Trees,Stable,,131
Austria,3389,1984,218,Other,Non-tree,,,131
Austria,3389,2016,211,Other,Non-tree,Stable,,131
Austria,3390,1984,234,Other,Non-tree,,,131
Austria,3390,2016,218,Other,Non-tree,Stable,,131
Austria,3391,1984,218,Other,Non-tree,,,131
Austria,3391,2016,211,Other,Non-tree,Stable,,131
Austria,3392,1984,218,Forest,Trees,,,131
Austria,3392,1999,219,Forest,Trees,Stable,,131
Austria,3392,2000,229,Forest,Non-tree,Harvest,clearcut,131
Austria,3392,2006,205,Forest,Non-tree,Growth/Recovery,,131
Austria,3392,2016,257,Forest,Trees,Stable,,131
Austria,3393,1985,234,Forest,Trees,,,131
Austria,3393,2016,216,Forest,Trees,Stable,,131
Austria,3394,1984,234,Other,Non-tree,,,131
Austria,3394,2016,209,Other,Non-tree,Stable,,131
Austria,3395,1985,234,Forest,Non-tree,,,131
Austria,3395,1991,219,Forest,Non-tree,Growth/Recovery,,131
Austria,3395,2015,221,Forest,Trees,Stable,,131
Austria,3396,1984,193,Forest,Trees,,,131
Austria,3396,2006,205,Forest,Trees,Stable,,131
Austria,3396,2008,211,Forest,Non-tree,Wind,deadwoodRemoval,131
Austria,3396,2016,216,Forest,Non-tree,Growth/Recovery,,131
Austria,3397,1984,193,Other,Non-tree,,,131
Austria,3397,2016,217,Other,Non-tree,Stable,,131
Austria,3398,1984,287,Other,Non-tree,,,131
Austria,3398,2016,206,Other,Non-tree,Stable,,131
Austria,3399,1984,193,Other,Non-tree,,,131
Austria,3399,2016,209,Other,Non-tree,Stable,,131
Austria,3400,1984,218,Forest,Trees,,,131
Austria,3400,1992,208,Forest,Trees,Stable,,131
Austria,3400,1994,213,Forest,Trees,Harvest,clearcut,131
Austria,3400,1995,223,Forest,Trees,Growth/Recovery,,131
Austria,3400,2016,217,Forest,Trees,Stable,,131
Austria,3401,1984,218,Other,Non-tree,,,131
Austria,3401,2016,201,Other,Non-tree,Stable,,131
Austria,3402,1984,218,Forest,Trees,,,131
Austria,3402,2016,203,Forest,Trees,Stable,,131
Austria,3403,1984,193,Other,Non-tree,,,131
Austria,3403,2016,201,Other,Non-tree,Stable,,131
Austria,3404,1985,195,Forest,Trees,,,131
Austria,3404,2016,201,Forest,Trees,Stable,,131
Austria,3405,1984,248,Other,Non-tree,,,131
Austria,3405,2016,216,Other,Non-tree,Stable,,131
Austria,3406,1984,234,Other,Non-tree,,,131
Austria,3406,2016,202,Other,Non-tree,Stable,,131
Austria,3407,1984,234,Other,Non-tree,,,131
Austria,3407,2016,217,Other,Non-tree,Stable,,131
Austria,3408,1984,234,Other,Non-tree,,,131
Austria,3408,2016,211,Other,Non-tree,Stable,,131
Austria,3409,1984,234,Other,Non-tree,,,131
Austria,3409,2016,217,Other,Non-tree,Stable,,131
Austria,3410,1984,246,Other,Non-tree,,,131
Austria,3410,2016,238,Other,Non-tree,Stable,,131
Austria,3411,1984,241,Other,Non-tree,,,131
Austria,3411,2016,241,Other,Non-tree,Stable,,131
Austria,3412,1984,248,Other,Non-tree,,,131
Austria,3412,2016,216,Other,Non-tree,Stable,,131
Austria,3413,1984,234,Forest,Trees,,,131
Austria,3413,2016,217,Forest,Trees,Stable,,131
Austria,3414,1984,248,Other,Non-tree,,,131
Austria,3414,2016,216,Other,Non-tree,Stable,,131
Austria,3415,1984,218,Forest,Trees,,,131
Austria,3415,1998,135,Forest,Trees,Growth/Recovery,,131
Austria,3415,2016,217,Forest,Trees,Stable,,131
Austria,3416,1984,193,Forest,Trees,,,131
Austria,3416,1989,206,Forest,Trees,Stable,,131
Austria,3416,1991,228,Forest,Trees,Harvest,clearcut,131
Austria,3416,2002,178,Forest,Trees,Growth/Recovery,,131
Austria,3416,2016,217,Forest,Trees,Stable,,131
Austria,3417,1984,248,Forest,Trees,,,131
Austria,3417,2009,211,Forest,Trees,Stable,,131
Austria,3417,2012,221,Forest,Non-tree,Harvest,clearcut,131
Austria,3417,2016,192,Forest,Non-tree,Stable,,131
Austria,3418,1984,218,Other,Non-tree,,,131
Austria,3418,2016,219,Other,Non-tree,Stable,,131
Austria,3419,1984,248,Other,Trees,,,131
Austria,3419,2016,239,Other,Trees,Stable,,131
Austria,3420,1984,218,Forest,Trees,,,131
Austria,3420,2016,217,Forest,Trees,Stable,,131
Austria,3421,1984,248,Other,Non-tree,,,131
Austria,3421,2016,192,Other,Non-tree,Stable,,131
Austria,3422,1984,193,Other,Non-tree,,,131
Austria,3422,2016,232,Other,Non-tree,Stable,,131
Austria,3423,1984,193,Other,Non-tree,,,131
Austria,3423,2016,216,Other,Non-tree,Stable,,131
Austria,3424,1984,287,Forest,Trees,,,131
Austria,3424,2016,239,Forest,Trees,Stable,,131
Austria,3425,1984,218,Forest,Trees,,,131
Austria,3425,2016,217,Forest,Trees,Stable,,131
Austria,3426,1984,287,Other,Non-tree,,,131
Austria,3426,2016,239,Other,Non-tree,Stable,,131
Austria,3427,1984,218,Other,Non-tree,,,131
Austria,3427,2016,217,Other,Non-tree,Stable,,131
Austria,3428,1984,193,Forest,Trees,,,131
Austria,3428,2016,216,Forest,Trees,Stable,,131
Austria,3429,1984,246,Forest,Trees,,,131
Austria,3429,2016,206,Forest,Trees,Stable,,131
Austria,3430,1984,234,Other,Non-tree,,,131
Austria,3430,2016,217,Other,Non-tree,Stable,,131
Austria,3431,1984,193,Forest,Trees,,,131
Austria,3431,2016,225,Forest,Trees,Stable,,131
Austria,3432,1984,218,Other,Non-tree,,,131
Austria,3432,2016,202,Other,Non-tree,Stable,,131
Austria,3433,1984,246,Other,Non-tree,,,131
Austria,3433,2016,198,Other,Non-tree,Stable,,131
Austria,3434,1984,218,Forest,Trees,,,131
Austria,3434,2006,205,Forest,Trees,Stable,,131
Austria,3434,2007,217,Forest,Trees,Wind,deadwoodRemoval,131
Austria,3434,2008,211,Forest,Trees,Growth/Recovery,,131
Austria,3434,2009,214,Forest,Non-tree,Harvest,sanitation,131
Austria,3434,2016,201,Forest,Non-tree,Decline,,131
Austria,3435,1984,218,Forest,Trees,,,131
Austria,3435,2016,258,Forest,Trees,Stable,,131
Austria,3436,1984,218,Other,Non-tree,,,131
Austria,3436,2016,217,Other,Non-tree,Stable,,131
Austria,3437,1984,248,Forest,Trees,,,131
Austria,3437,2016,216,Forest,Trees,Stable,,131
Austria,3438,1984,218,Forest,Trees,,,131
Austria,3438,2016,274,Forest,Trees,Stable,,131
Austria,3439,1984,218,Other,Non-tree,,,131
Austria,3439,2016,217,Other,Non-tree,Stable,,131
Austria,3440,1984,193,Forest,Trees,,,131
Austria,3440,2011,226,Forest,Trees,Stable,,131
Austria,3440,2012,214,Forest,Trees,Harvest,clearcut,131
Austria,3440,2013,215,Forest,Trees,Growth/Recovery,,131
Austria,3440,2016,216,Forest,Trees,Stable,,131
Austria,3441,1984,193,Forest,Trees,,,131
Austria,3441,2007,207,Forest,Trees,Stable,,131
Austria,3441,2008,211,Forest,Trees,Wind,,131
Austria,3441,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,3442,1984,218,Other,Non-tree,,,131
Austria,3442,2016,233,Other,Non-tree,Stable,,131
Austria,3443,1984,218,Forest,Trees,,,131
Austria,3443,1998,128,Forest,Trees,Stable,,131
Austria,3443,1999,212,Forest,Trees,Harvest,clearcut,131
Austria,3443,2016,211,Forest,Trees,Stable,,131
Austria,3444,1984,218,Forest,Trees,,,131
Austria,3444,2016,217,Forest,Trees,Stable,,131
Austria,3445,1984,218,Other,Non-tree,,,131
Austria,3445,2016,218,Other,Non-tree,Stable,,131
Austria,3446,1984,287,Other,Non-tree,,,131
Austria,3446,2016,239,Other,Non-tree,Stable,,131
Austria,3447,1984,218,Forest,Trees,,,131
Austria,3447,2015,223,Forest,Trees,Stable,,131
Austria,3448,1984,234,Forest,Trees,,,131
Austria,3448,2016,217,Forest,Trees,Stable,,131
Austria,3449,1984,246,Other,Non-tree,,,131
Austria,3449,2016,238,Other,Non-tree,Stable,,131
Austria,3450,1984,264,Forest,Trees,,,131
Austria,3450,2007,207,Forest,Trees,Stable,,131
Austria,3450,2008,210,Forest,Trees,Harvest,thinning,131
Austria,3450,2015,212,Forest,Trees,Stable,,131
Austria,3451,1984,218,Other,Non-tree,,,131
Austria,3451,2016,226,Other,Non-tree,Stable,,131
Austria,3452,1984,218,Forest,Trees,,,131
Austria,3452,1985,213,Forest,Non-tree,Harvest,clearcut,131
Austria,3452,1998,265,Forest,Trees,Growth/Recovery,,131
Austria,3452,1999,212,Forest,Trees,Other,,131
Austria,3452,2016,211,Forest,Trees,Stable,,131
Austria,3453,1984,218,Other,Non-tree,,,131
Austria,3453,2016,203,Other,Non-tree,Stable,,131
Austria,3454,1984,193,Other,Non-tree,,,131
Austria,3454,2016,81,Other,Non-tree,Stable,,131
Austria,3455,1984,234,Other,Non-tree,,,131
Austria,3455,2016,217,Other,Trees,Stable,,131
Austria,3456,1984,218,Other,Non-tree,,,131
Austria,3456,2016,211,Other,Non-tree,Stable,,131
Austria,3457,1984,248,Forest,Trees,,,131
Austria,3457,2016,192,Forest,Trees,Stable,,131
Austria,3458,1984,193,Forest,Trees,,,131
Austria,3458,2016,224,Forest,Trees,Stable,,131
Austria,3459,1984,218,Other,Non-tree,,,131
Austria,3459,2016,217,Other,Non-tree,Stable,,131
Austria,3460,1984,218,Other,Non-tree,,,131
Austria,3460,2016,233,Other,Non-tree,Stable,,131
Austria,3461,1984,218,Forest,Trees,,,131
Austria,3461,2016,218,Forest,Trees,Stable,,131
Austria,3462,1984,234,Other,Non-tree,,,131
Austria,3462,2016,209,Other,Non-tree,Stable,,131
Austria,3463,1984,218,Forest,Trees,,,131
Austria,3463,2005,211,Forest,Trees,Stable,,131
Austria,3463,2007,217,Forest,Trees,Harvest,clearcut,131
Austria,3463,2013,217,Forest,Trees,Growth/Recovery,,131
Austria,3463,2016,233,Forest,Trees,Decline,,131
Austria,3464,1984,218,Other,Non-tree,,,131
Austria,3464,2016,226,Other,Non-tree,Stable,,131
Austria,3465,1984,218,Forest,Trees,,,131
Austria,3465,2007,217,Forest,Trees,Stable,,131
Austria,3465,2008,188,Forest,Trees,Harvest,clearcut,131
Austria,3465,2015,207,Forest,Trees,Stable,,131
Austria,3466,1984,248,Other,Non-tree,,,131
Austria,3466,2016,240,Other,Non-tree,Stable,,131
Austria,3467,1984,234,Other,Non-tree,,,131
Austria,3467,2016,211,Other,Non-tree,Stable,,131
Austria,3468,1984,234,Other,Non-tree,,,131
Austria,3468,2016,202,Other,Non-tree,Stable,,131
Austria,3469,1984,248,Forest,Trees,,,131
Austria,3469,2016,216,Forest,Trees,Stable,,131
Austria,3470,1985,234,Forest,Trees,,,131
Austria,3470,2015,221,Forest,Trees,Stable,,131
Austria,3471,1984,218,Forest,Trees,,,131
Austria,3471,2007,217,Forest,Trees,Stable,,131
Austria,3471,2008,220,Forest,Non-tree,Harvest,clearcut,131
Austria,3471,2016,194,Forest,Non-tree,Stable,,131
Austria,3472,1984,193,Forest,Trees,,,131
Austria,3472,1989,254,Forest,Trees,Growth/Recovery,,131
Austria,3472,2001,214,Forest,Trees,Stable,,131
Austria,3472,2002,209,Forest,Trees,Harvest,clearcut,131
Austria,3472,2016,224,Forest,Trees,Stable,,131
Austria,3473,1984,218,Other,Non-tree,,,131
Austria,3473,2016,218,Other,Non-tree,Stable,,131
Austria,3474,1984,218,Other,Non-tree,,,131
Austria,3474,2016,217,Other,Non-tree,Stable,,131
Austria,3475,1984,193,Forest,Trees,,,131
Austria,3475,2016,216,Forest,Trees,Stable,,131
Austria,3476,1984,218,Forest,Trees,,,131
Austria,3476,2016,217,Forest,Trees,Stable,,131
Austria,3477,1984,193,Other,Non-tree,,,131
Austria,3477,2016,217,Other,Non-tree,Stable,,131
Austria,3478,1984,193,Forest,Trees,,,131
Austria,3478,2016,217,Forest,Trees,Stable,,131
Austria,3479,1984,234,Other,Non-tree,,,131
Austria,3479,2016,201,Other,Non-tree,Stable,,131
Austria,3480,1984,193,Other,Non-tree,,,131
Austria,3480,2016,217,Other,Non-tree,Stable,,131
Austria,3481,1984,264,Other,Non-tree,,,131
Austria,3481,2016,239,Other,Non-tree,Stable,,131
Austria,3482,1984,193,Other,Non-tree,,,131
Austria,3482,2016,233,Other,Non-tree,Stable,,131
Austria,3483,1984,218,Other,Non-tree,,,131
Austria,3483,2016,209,Other,Non-tree,Stable,,131
Austria,3484,1984,234,Forest,Trees,,,131
Austria,3484,2002,243,Forest,Trees,Stable,,131
Austria,3484,2016,217,Forest,Trees,Decline,,131
Austria,3485,1985,273,Other,Non-tree,,,131
Austria,3485,2016,238,Other,Non-tree,Stable,,131
Austria,3486,1984,218,Forest,Trees,,,131
Austria,3486,1988,220,Forest,Trees,Growth/Recovery,,131
Austria,3486,2016,194,Forest,Trees,Stable,,131
Austria,3487,1984,218,Other,Non-tree,,,131
Austria,3487,2016,219,Other,Non-tree,Stable,,131
Austria,3488,1984,218,Forest,Trees,,,131
Austria,3488,2010,232,Forest,Trees,Stable,,131
Austria,3488,2011,235,Forest,Trees,Harvest,thinning,131
Austria,3488,2016,217,Forest,Trees,Stable,,131
Austria,3489,1984,193,Other,Trees,,,131
Austria,3489,2016,216,Other,Trees,Stable,,131
Austria,3490,1984,218,Forest,Trees,,,131
Austria,3490,2008,211,Forest,Trees,Stable,,131
Austria,3490,2009,214,Forest,Trees,Harvest,thinning,131
Austria,3490,2016,217,Forest,Trees,Stable,,131
Austria,3491,1984,193,Other,Non-tree,,,131
Austria,3491,2016,224,Other,Non-tree,Stable,,131
Austria,3492,1984,264,Other,Non-tree,,,131
Austria,3492,2016,216,Other,Non-tree,Stable,,131
Austria,3493,1984,218,Forest,Trees,,,131
Austria,3493,1985,268,Forest,Trees,Growth/Recovery,,131
Austria,3493,2016,202,Forest,Trees,Stable,,131
